orgcode,description,trust,country,emergency_adm,respiratory_adm,asthma_adm,admsperbed,respadmsperbed,asthmaadmsper1000adms,howmanypaediatr_icasthmapatients,doesyourhospita_ntscanbeadmitted,q1_2ahowmanybed_aediatrichduhave,q1_3doesyourhos_ntscanbeadmitted,q1_3ahowmanybedsdoesyourpicuhave,fy1fy2filledcat,fy1fy2filledwte,fy1fy2filledphr,fy1fy2filledpha,st1st2filledcat,st1st2filledwte,st1st2filledphr,st1st2filledpha,st3andabovefilledcat,st3andabovefilledwte,st3andabovefilledphr,st3andabovefilledpha,paediatricconsultantfilledcat,paediatricconsultantfilledwte,paediatricconsultantfilledphr,paediatricconsultantfilledpha,paediatricrespi_sultantfilledcat,paediatricrespi_sultantfilledwte,paediatricrespi_sultantfilledphr,paediatricrespi_sultantfilledpha,associatespecialistfilledcat,associatespecialistfilledwte,associatespecialistfilledphr,associatespecialistfilledpha,staffgradefilledcat,staffgradefilledwte,staffgradefilledphr,staffgradefilledpha,asthmanursespecialistfilledcat,asthmanursespecialistfilledwte,asthmanursespecialistfilledphr,asthmanursespecialistfilledpha,nurseconsultant_stnursefilledcat,nurseconsultant_stnursefilledwte,nurseconsultant_stnursefilledphr,nurseconsultant_stnursefilledpha,specialistrespi_erapistfilledcat,specialistrespi_erapistfilledwte,specialistrespi_erapistfilledphr,specialistrespi_erapistfilledpha,paediatricpsychologistfilledcat,paediatricpsychologistfilledwte,paediatricpsychologistfilledphr,paediatricpsychologistfilledpha,paediatricpharmacistfilledcat,paediatricpharmacistfilledwte,paediatricpharmacistfilledphr,paediatricpharmacistfilledpha,othernotlistedfilledcat,othernotlistedfilledwte,othernotlistedfilledphr,othernotlistedfilledpha,fy1fy2unfilledcat,fy1fy2unfilledwte,st1st2unfilledcat,st1st2unfilledwte,st3andaboveunfilledcat,st3andaboveunfilledwte,paediatricconsultantunfilledcat,paediatricconsultantunfilledwte,paediatricrespi_ltantunfilledcat,paediatricrespi_ltantunfilledwte,associatespecialistunfilledcat,associatespecialistunfilledwte,staffgradeunfilledcat,staffgradeunfilledwte,asthmanursespecialistunfilledcat,asthmanursespecialistunfilledwte,nurseconsultant_nurseunfilledcat,nurseconsultant_nurseunfilledwte,specialistrespi_rapisunfilledcat,specialistrespi_rapisunfilledwte,paediatricpsych_ogistunfilledcat,paediatricpsych_ogistunfilledwte,paediatricpharmacistunfilledcat,paediatricpharmacistunfilledwte,othernotlistedunfilledcat,othernotlistedunfilledwte,q3_1aroutinelyr_raboveonweekdays,q3_1broutinelyr_raboveonweekends,q3_2whichadmitt_respiratorynurse,q3_3accesstoano_mapatientsonsite,q3_3accesstoano_tientsonthephone,q3_3accesstoano_loutreachservice,q3_4isyourservi_ricasthmanetwork,q3_5designatedn_orasthmaservices,q3_5aisthisrolecurrentlyfilled,q3_5bistheasthm_paediatricasthma,q3_6doesyourhos_paediatricasthma,q3_6aifnotdoyou_ricasthmaservice,q3_7doesasthmal_lorsevereillness,q3_8smokingcess_ostparentscarers,q3_8apleaseletu_ionofthisservice,q3_9smokingcess_icasthmapatients,q3_9apleaseletu_ionofthisservice,q3_10doyouhavea_ntscanbereferred,q3_11canthepaed_icepostdischarge,q3_1doyouhaveac_tientsspirometry,q3_1doyouhaveac_xpiratoryflowpef,q3_1doyouhaveac_dnitricoxidefeno,q3_1doyouhaveac_ntsskinpricktest,q3_1doyouhaveac_thmapatientsnone,q4_1picuoutreac_vicedaysweekdays,q4_1picuoutreac_vicedaysweekends,q4_1picuoutreac_cedaysoutofhours,q4_1picuoutreac_ooutreachservice,q4_2seniordecis_dpaudaysweekdays,q4_2seniordecis_dpaudaysweekends,q4_2seniordecis_audaysoutofhours,q4_2seniordecis_roundpaudaysnone,q4_3seniordecis_ardsdaysweekdays,q4_3seniordecis_ardsdaysweekends,q4_3seniordecis_dsdaysoutofhours,q4_3seniordecis_ricwardsdaysnone,q4_4respiratory_entsdaysweekdays,q4_4respiratory_entsdaysweekends,q4_4respiratory_tsdaysoutofhours,q4_4respiratory_rynurseavailable,q5_1doesthepaed_trecordeprsystem,q5_2doesyourhos_tricoxygenpolicy,q5_3dothewardba_criptionofoxygen,q5_4doesyourhos_etectione_g_pews,q5_4a_ew_targeto2,q5_4a_ew_actualo2,q5_4adoesyourea_ygenadministered,q5_4adoesyourea_ednoneoftheabove,q5_4bearlywarni_echildyoungadult,q6_1doesyourtru_icasthmaservices,q6_1aifyesdoest_errepresentation,q6_2howoftenisa_rvicesundertaken,q7_1processfort_oftheircondition,q7_1processfort_entthesamerecord,q7_1processfort_eirparentscarers,q7_1processfort_rersareaddressed,q7_1processfort_dadultclinicians,q7_1processfort_intheadultsystem,q7_1processfort_totheadultsystem,q7_1processfort_tinuedevaluation,q7_1processfort_tionarrangements,q8_1howisreimbu_thasthmaachieved,q8_2hasyourcomm_iatricasthmacare
NSE,Northumbria Specialist Emergency Care Hospital,Northumbria Healthcare NHS Foundation Trust,England,730,60,15,28,2,21,26,No,,No,,>3.0 WTE,4,7,27,>3.0 WTE,4,7,27,>3.0 WTE,4,7,27,>3.0 WTE,8,13,53,No WTE,0,0,0,>3.0 WTE,4,7,27,No WTE,0,0,0,0.1-1.0 WTE,1,2,7,0.1-1.0 WTE,1,2,7,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,Other,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Not known,No,Not known,Yes,No,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,No,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Other,No
NTG,University Hospital of North Tees,North Tees and Hartlepool NHS Foundation Trust,England,330,55,10,13,2,30,26,No,,No,,>3.0 WTE,5,9,50,>3.0 WTE,5,9,50,>3.0 WTE,7,12,66,>3.0 WTE,13,23,128,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,2,10,No WTE,0,0,0,0.1-1.0 WTE,1,1,6,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,No WTE,0,1.1-3.0 WTE,1,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Unticked,No,Paediatric lead only,Yes,Yes - paediatric only,No,Yes,Yes,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Not known,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Less than once a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
NTH,Northampton General Hospital,Northampton General Hospital NHS Trust,England,450,30,1-7,20,1,9,23,Yes,2,No,,1.1-3.0 WTE,3,10,75,>3.0 WTE,12,40,300,>3.0 WTE,7,23,175,>3.0 WTE,9,30,225,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,1.1-3.0 WTE,3,10,75,No WTE,0,0,0,>3.0 WTE,7,23,175,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,1.1-3.0 WTE,2,5,38,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,Twice daily,Daily,None,Unticked,Ticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,No,-,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-,-,-,-,No,Not known,Yes,Yes,No,Yes,Yes,No,No,No,-,Never,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
NUN,George Eliot Hospital,George Eliot Hospital NHS Trust,England,100,10,1-7,17,2,40,6,Yes,4,No,,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,1.1-3.0 WTE,2,20,50,>3.0 WTE,5,50,125,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,>3.0 WTE,5,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,0.1-1.0 WTE,1,No WTE,0,No WTE,0,Daily,Daily,Those under the care of a paediatric respiratory consultant,Unticked,Unticked,Ticked,Not known,Single lead for both adults and paediatrics,Yes,Yes - paediatric and adult,Yes,-,Yes,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not known,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
NWG,Newham General Hospital,Barts Health NHS Trust,England,920,165,50,51,9,54,18,Yes,2,No,,1.1-3.0 WTE,3,2,6,>3.0 WTE,5,3,10,>3.0 WTE,4,2,7,>3.0 WTE,6,4,12,No WTE,0,0,0,0.1-1.0 WTE,1,1,2,>3.0 WTE,4,2,8,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,1,2,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,No,Yes,Yes,Yes,Both hospital and community-based teams,Not known,-,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,No,Yes,Yes,Yes,Yes,No,No,Yes,Not known,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
OLD,Queens Hospital Romford,"Barking, Havering and Redbridge University Hospitals NHS Trust",England,330,40,10,11,1,30,30,Yes,2,No,,1.1-3.0 WTE,3,8,30,1.1-3.0 WTE,2,5,20,1.1-3.0 WTE,3,8,30,>3.0 WTE,13,33,130,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,5,13,50,1.1-3.0 WTE,3,8,30,No WTE,0,0,0,0.1-1.0 WTE,1,3,10,No WTE,0,0,0,1.1-3.0 WTE,2,5,20,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,3,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,No,Paediatric lead only,Yes,Yes - paediatric only,Not known,Yes,Not known,No,-,No,-,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Not known,Yes,Yes,No,No,Yes,No,Yes,Yes,Not known,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Locally negotiated tariff,Yes
ORD,Ormskirk & District General Hospital,Southport and Ormskirk Hospital NHS Trust,England,235,50,1-7,11,2,17,21,Yes,1,No,,>3.0 WTE,7,14,175,No WTE,0,0,0,>3.0 WTE,7,14,180,>3.0 WTE,7,14,175,0.1-1.0 WTE,1,2,25,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,2,25,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Other,None,Unticked,Ticked,Unticked,Yes,No lead,-,-,Yes,-,-,Yes,Community based team,No,-,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,No,Neither a paediatric nor adult policy,Yes,Yes,No,Yes,Yes,No,No,No,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Other,No
PAH,Princess Alexandra Hospital,The Princess Alexandra Hospital NHS Trust,England,370,40,1-7,23,3,11,16,No,,No,,1.1-3.0 WTE,3,8,75,>3.0 WTE,11,28,275,>3.0 WTE,9,23,230,>3.0 WTE,11,28,275,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,None,Unticked,Unticked,Unticked,No,Paediatric lead only,Yes,Yes - paediatric only,No,Yes,Yes,No,-,No,-,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Not known,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
PCH,Prince Charles Hospital,Cwm Taf Morgannwg University Local Health Board,Wales,91,9,1,4,0,11,22,Yes,5,No,,>3.0 WTE,6,67,600,1.1-3.0 WTE,2,22,200,1.1-3.0 WTE,2,22,200,>3.0 WTE,5,56,500,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,5,56,500,1.1-3.0 WTE,2,22,200,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,11,100,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,More than 4 times a year,No,Yes,No,Yes,No,No,No,No,No,Locally negotiated tariff,No
PET,Peterborough City Hospital,North West Anglia NHS Foundation Trust,England,-,-,-,-,-,-,30,Yes,2,No,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,>3.0 WTE,12,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Daily,Daily,Those under the care of a paediatric respiratory consultant,No,No,Yes,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,No,-,No,Not known,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Not known,No,Yes,Yes,No,Yes,No,Yes,No,-,Never,Yes,Yes,Yes,No,Yes,No,No,No,No,Other,Yes
PGH,Poole General Hospital,Poole Hospital NHS Foundation Trust,England,335,35,1-7,13,1,12,26,Yes,5,No,,1.1-3.0 WTE,2,6,50,>3.0 WTE,6,17,150,>3.0 WTE,8,23,200,>3.0 WTE,8,23,200,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,0.1-1.0 WTE,1,3,25,0.1-1.0 WTE,1,3,25,0.1-1.0 WTE,1,3,25,1.1-3.0 WTE,2,6,50,1.1-3.0 WTE,2,6,50,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Ticked,Yes,No lead,-,-,Yes,-,-,Yes,Community based team,No,-,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Neither a paediatric nor adult policy,No,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
PIL,Pilgrim Hospital,United Lincolnshire Hospitals NHS Trust,England,125,10,1-7,10,1,32,12,No,,No,,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,7,68,170,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,11,110,275,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Unticked,Unticked,No,No lead,-,-,No,No,-,No,-,No,-,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,No,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Locally negotiated tariff,No
PIN,Pinderfields General Hospital,The Mid Yorkshire Hospitals NHS Trust,England,-,-,-,-,-,-,20,Yes,3,No,-,>3.0 WTE,9,-,-,>3.0 WTE,4,-,-,>3.0 WTE,9,-,-,>3.0 WTE,12,-,-,0.1-1.0 WTE,1,-,-,>3.0 WTE,4,-,-,1.1-3.0 WTE,2,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,0.4,No WTE,0,-,-,-,-,-,-,-,-,Daily,Daily,All paediatric asthma patients,No,No,No,Yes,Paediatric lead only,Yes,No,Yes,-,Yes,Yes,Hospital based team,No,-,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not known,No,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,No,Yes,Yes,Yes,Yes,No,No,No,Payment via block contract,No
PLY,Derriford Hospital,University Hospitals Plymouth NHS Trust,England,605,35,1-7,22,1,7,27,Yes,4,No,,1.1-3.0 WTE,2,6,50,1.1-3.0 WTE,2,6,50,>3.0 WTE,12,34,300,>3.0 WTE,15,43,375,1.1-3.0 WTE,2,6,50,1.1-3.0 WTE,2,6,50,1.1-3.0 WTE,2,6,50,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,No WTE,0,>3.0 WTE,4,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,Yes,-,Yes,No,-,No,-,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Neither a paediatric nor adult policy,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Payment via block contract,No
PMS,The Great Western Hospital,Great Western Hospitals NHS Foundation Trust,England,-,-,-,-,-,-,22,No,-,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,13,-,-,>3.0 WTE,8,-,-,>3.0 WTE,11,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,-,-,No WTE,0,-,-,Daily,Daily,None,Yes,Yes,Yes,No,No lead,-,-,Yes,-,-,Yes,Community based team,No,-,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,No,No,-,Less than once a year,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Payment via block contract,No
POW,Princess Of Wales Hospital,Swansea Bay Local Health Board,Wales,82,13,3,4,1,37,20,No,,No,,>3.0 WTE,6,46,200,>3.0 WTE,6,46,200,>3.0 WTE,6,46,200,>3.0 WTE,8,62,267,No WTE,0,0,0,1.1-3.0 WTE,2,15,67,No WTE,0,0,0,0.1-1.0 WTE,1,8,33,No WTE,0,0,0,0.1-1.0 WTE,1,8,33,No WTE,0,0,0,0.1-1.0 WTE,1,8,33,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,No,-,No,-,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Never,Yes,Yes,No,No,Yes,No,No,No,No,Other,No
QAP,Queen Alexandra Hospital,Portsmouth Hospitals NHS Trust,England,310,30,1-7,13,1,13,24,No,,No,,0.1-1.0 WTE,1,3,25,>3.0 WTE,9,30,225,>3.0 WTE,8,27,200,>3.0 WTE,13,43,325,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,2,15,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Both hospital and community-based teams,Yes,Hospital based team,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not known,No,Yes,No,Yes,Yes,No,Yes,No,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Payment via block contract,No
QEQ,Queen Elizabeth the Queen Mother Hospital,East Kent Hospitals University NHS Foundation Trust,England,375,20,1-7,19,1,11,20,Yes,1,No,,1.1-3.0 WTE,2,10,50,>3.0 WTE,5,25,125,1.1-3.0 WTE,2,10,50,>3.0 WTE,8,40,200,0.1-1.0 WTE,0,1,6,No WTE,0,0,0,>3.0 WTE,8,40,200,0.1-1.0 WTE,0,1,6,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,No,Yes,Yes,Yes,Single team that works across the community/secondary care interface,Yes,Single team that works across the community/secondary care interface,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,No,-,More than 4 times a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
RBE,Royal Berkshire Hospital,Royal Berkshire NHS Foundation Trust,England,760,85,20,20,2,26,39,Yes,5,No,,1.1-3.0 WTE,3,4,15,>3.0 WTE,12,14,60,>3.0 WTE,10,12,50,>3.0 WTE,14,16,68,No WTE,0,0,0,1.1-3.0 WTE,1,2,7,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,3,4,15,0.1-1.0 WTE,1,1,3,0.1-1.0 WTE,1,1,5,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Ticked,Unticked,No,No lead,-,-,No,No,-,Yes,Community based team,No,-,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,Yes,Yes - combined adult and paediatric policy,Yes,Yes,Yes,Yes,Yes,No,No,No,-,Less than once a year,No,No,Yes,Yes,No,No,Yes,No,No,Payment via block contract,No
RCH,Royal Cornwall Hospital,Royal Cornwall Hospitals NHS Trust,England,365,25,0,17,1,0,22,Yes,3,No,,>3.0 WTE,5,20,,>3.0 WTE,4,16,,>3.0 WTE,4,17,,>3.0 WTE,16,64,,1.1-3.0 WTE,2,8,,0.1-1.0 WTE,1,4,,1.1-3.0 WTE,3,12,,No WTE,0,0,,No WTE,0,0,,0.1-1.0 WTE,1,4,,No WTE,0,0,,1.1-3.0 WTE,2,8,,No WTE,0,0,,No WTE,0,0.1-1.0 WTE,1,1.1-3.0 WTE,3,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Unticked,No,No lead,-,-,No,No,-,Yes,Community based team,Not known,-,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Never,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
